Chaozhou Shrimp Skewers (Cháozhōu Kaoxiā),Main Course;Chinese,Shrimp;Rice Wine;Peanut Oil;Serrano Chiles;Green Onions;Fish Sauce
Portuguese Chicken (Púguó Ji),Main Course;Portuguese;Chinese,Chicken Pieces;Peanut Oil;Potatoes;Rice Wine;Japanese Curry Paste;Coconut Milk
White Cut Chicken (Baigiē Ji),Stir-Fries;Main Course;Chinese,Whole Chicken;White Liquor;Toasted Sesame Oil;Green Onions;Fresh Ginger;Peanut Oil
Hainan Chicken And Rice (Hàinán Jī Fàn),Rice Dishes;Stir-Fries;Main Course;Chinese,Whole Chicken;White Liquor;Toasted Sesame Oil;Long Grain Rice;Bay Leaves;Fresh Ginger;Green Onions;Chicken Stock
Salt Baked Chicken (Yánjú Jī),Main Course;Chinese,Rock Salt;Whole Chicken;Five-Spice Powder;Powdered Sand Ginger;Fresh Ginger;Green Onions
African Chicken (Fēizhōu Jī),Main Course;Chinese;African,Chicken Thighs;Ground Chiles;Shallots;Sweet Paprika;Five-Spice Powder;Peanut Oil;Potatoes;Garlic;Bell Peppers;Coconut Milk;Peanut Butter;Chicken Broth;Parsley
Wuzhou Paper Wrapped Chicken (Wúzhōu Zhibāo Ji),Main Course;Chinese,Chicken Wings;Fresh Ginger;Green Onions;Whole Star Anise;Sand Ginger;Dried Tangerine Peel;Rice Wine;Oyster Sauce;Dark Soy Sauce;Soy Sauce;Peanut Oil
Three Cup Chicken (Sānbēi Jī),Main Course;Chinese,Chicken Wings;Fresh Ginger;Garlic;Peanut Oil;Oyster Sauce;Rock Sugar;Rice Wine;Toasted Sesame Oil;Green Onions;Red Jalapeño Chiles;Basil
Spareribs With Garlic And Plum Sauce (Méigāojiàng Bào Páigu),Main Course;Chinese,Pork Spareribs;Rice Wine;Fresh Ginger;Peanut Oil;Garlic;Plum Sauce;Rice Vinegar;Chinese Black Vinegar;Soy Sauce;Green Onions
Char Siu (Chāshāo),Main Course;Chinese,Pork Shoulder;Char Siu Sauce;Agave Syrup;Tomato Ketchup;White Liquor;Soy Sauce;Fresh Ginger
Pork Belly With Preserved Mustard Greens (Míicài Kòu Ròu),Main Course;Chinese,Pork Belly;Dark Soy Sauce;Peanut Oil;Preserved Mustard Greens;Green Onions;Fresh Ginger;Rice Wine;Soy Sauce;Agave Syrup
Diced Braised Pork Over Rice (Luròu Fàn),Stews & One-Pot Meals;Rice Dishes;Main Course;Chinese,Pork Shoulder;Shallots;Garlic;Peanut Oil;Peanut Butter;Ground Cinnamon;Whole Star Anise;Five-Spice Powder;Light Soy Sauce;Rice Wine;Rock Sugar;Cooked Rice
Steamed Minced Pork With Salted Fish (Xiányú Ròubing),Main Course;Chinese,Ground Pork;Green Onions;Fresh Ginger;Mushroom Powder;Soy Sauce;Rice Wine;Shallots;Salted Fish
"Water Spinach With Bean Curd ""Cheese"" And Chilies (Furu Kōngxīncài)",Side Dish;Chinese;Vegan;Vegetarian,Water Spinach;Fermented Bean Curd;Peanut Oil;Fresh Ginger;Jalapeño Chiles;Rice Wine;Toasted Sesame Oil
Gailan With Oyster Sauce (Haoyóu Jièlàn),Stir-Fries;Side Dish;Chinese,Gai Lan;Peanut Oil;Rice Wine;Oyster Sauce;Toasted Sesame Oil
Garlic Chive Flowers With Pressed Bean Curd (Jiucàihuā Chao Dòufugān),Stir-Fries;Side Dish;Chinese;Vegan;Vegetarian,Garlic Chive Flowers;Pressed Bean Curd;Peanut Oil;Rice Wine
Crisp Silk Gourd Crêpes (Cuìzhá Siguā Jiān),"Pancakes, Waffles & Crêpes;Side Dish;Chinese",Silk Gourds;Peanut Oil;Dried Salted Radishes;Peanuts;Sweet Potato Starch;Green Onions;Fish Sauce;Toasted Sesame Oil
Yi Residence Noodles (Yifu Miàn),Stir-Fries;Main Course;Chinese,Peanut Oil;Chinese Egg Noodles;Shrimp;Firm White Fish Fillets;Rice Wine;Yellow Chives;Fresh Ginger;Chicken Stock;Soy Sauce;Fish Sauce;Toasted Sesame Oil;Chinese Black Vinegar;Cilantro
Sesame Noodles (Májiàng Miàn),Stir-Fries;Main Course;Chinese;Vegan;Vegetarian,Toasted Sesame Oil;Chinese Toasted Sesame Paste;Peanut Butter;Green Onions;Soy Sauce;Chinese Dark Vinegar;Wheat Noodles
Stir Fried Grilled Breads (Chaobing),Stir-Fries;Main Course;Chinese;Vegetarian,All-Purpose Flour;Pastry Flour;Black Mushrooms;Soy Sauce;Rice Wine;Garlic Chives;Mung Bean Sprouts;Peanut Oil;Fresh Ginger;Eggs;Toasted Sesame Oil
Cheong Fun (Chángfèn),Stir-Fries;Main Course;Chinese,White Rice;Wheat Starch;Tapioca Flour;Cooked Duck;Cellophane Noodles;Peanut Oil;Slivered Almonds;Cilantro;Sweet Soy Sauce
Stir Fried Rice Noodles And Satay Beef (Shāchá Níuròu Chaohé),Stir-Fries;Main Course;Chinese,Beef Flank Steaks;Peanut Oil;Rice Noodles;Soy Sauce;Mung Bean Sprouts;Black Mushrooms;Fresh Ginger;Green Onions;Rice Wine;Satay Sauce
Crusty Rice With Charcuterie (Bàozi Fàn),Rice Dishes;Main Course;Chinese,Jasmine Rice;Lop Chong Sausages;Chinese Duck Liver Sausages;Cured Pork Belly;Black Mushrooms;Fresh Ginger;White Liquor;Soy Sauce;Toasted Sesame Oil
Fried Rice With Chicken And Salted Fish (Xiányu Jīli Chaofàn),Rice Dishes;Stir-Fries;Main Course;Chinese,Cooked White Rice;Peanut Oil;Cooked Chicken Meat;Salted Fish;Iceberg Lettuce;Green Onions;Toasted Sesame Oil
Taro Rice (Hainán Yùfàn),Rice Dishes;Side Dish;Chinese;Vegan;Vegetarian,Long Grain Rice;Taro Root;Unsweetened Coconut;Green Onions;Peanuts
Savory Sticky Rice (Yóufàn),Rice Dishes;Side Dish;Chinese,Chinese Dried Black Mushrooms;Dried Shrimp;Pork Belly;Dark Soy Sauce;Rice Wine;Shallots;Peanuts;Sticky Rice
Congee (Guangdōng Zhōu),Rice Dishes;Main Course;Chinese;Vegan;Vegetarian,Jasmine Rice;Peanut Oil
Lotus Leaf Congee (Héyè Zhōu),Rice Dishes;Main Course;Chinese;Vegan;Vegetarian,Jasmine Rice;Peanut Oil;Dried Lotus Leaves
Chaozhou Style Congee (Cháozhōu Mí),Rice Dishes;Main Course;Chinese;Vegan;Vegetarian,Jasmine Rice;Peanut Oil
Sweet Potato Congee (Hóngshu Xīfàn),Rice Dishes;Main Course;Chinese;Vegan;Vegetarian,Jasmine Rice;Peanut Oil;Sweet Potatoes
Pork And Preserved Egg Congee (Pidàn Shòuròu Zhōu),Rice Dishes;Egg Dishes;Main Course;Chinese,Jasmine Rice;Peanut Oil;Mushroom Seasoning;Chinese Cruller Bread;Toasted Sesame Oil;Fresh Ginger;Pork;Preserved Eggs;Green Onions;Peanuts
Sampan Congee (Tīnzi Zhōu),Rice Dishes;Main Course;Chinese,Jasmine Rice;Peanut Oil;Mushroom Seasoning;Pork Stomach;Pig Skin;Cuttlefish;Rice Vermicelli Noodles;Toasted Sesame Oil;Fresh Ginger;Green Onions;Peanuts
Roast Duck Congee (Kaoyā Zhōu),Rice Dishes;Main Course;Chinese,Jasmine Rice;Peanut Oil;Mushroom Seasoning;Chinese Celery;Chinese Cruller Bread;Toasted Sesame Oil;Fresh Ginger;Roast Duck
Hakka Tamales (Kèjiā Banzòng),Rice Dishes;Snacks;Chinese;Vegan;Vegetarian,Bamboo Leaves;Dark Soy Sauce;Rice Wine;Five-Spice Powder;Black Mushrooms;Toon Leaves;Tofu Skins;Pressed Bean Curd;Sesame Seeds;Peanut Oil;Peanuts;Shallots;Sticky Rice Flour;Pastry Flour;Gluten Batons
Ginger Milk Pudding (Jiāngzhī Zhuàng Nai),"Mousses, Trifles, Custards & Creams;Dessert;Chinese",Fresh Ginger;Agave Syrup;Milk
Baked Coconut Tapioca Custard (Yēzi Xīmi Jú Bùding),Baked & Steamed Desserts;Dessert;Chinese,Taro Root;Tapioca Pearls;Coconut Milk
The Wife'S Cookies (Laopó Bing),"Cookies, Biscuits & Crackers;Afternoon Tea;Chinese",Winter Melon Gourds;Lard;Sticky Rice Flour;Sugar;Shredded Coconut;Toasted Sesame Seeds;All-Purpose Flour;Pastry Flour;Egg Yolks
Hakka Nine Layer Confection (Kèjiā Jiucėnggāo),Candy / Sweets;Chinese;Vegan,Rice Flour;Japanese Black Sugar;Store-Cupboard Ingredients
Sun Cookies (Tàiyáng Bing),"Cookies, Biscuits & Crackers;Afternoon Tea;Chinese",All-Purpose Flour;Pastry Flour;Vegetable Shortening;Maltose;Salted Butter;Powdered Milk
Malay Sponge Cake (Malāgāo),"Cakes, Large;Dessert;Chinese;Malaysian",Peanut Oil;Soy Sauce;Cake Flour;Store-Cupboard Ingredients
Guangdong Style Moon Cakes (Guangdōng Yuèbing),"Cakes, Small;Dessert;Chinese",All-Purpose Flour;Pastry Flour;Peanut Oil;Rice Vinegar;Powdered Sugar;Filling Of Your Choice
Water Chestnut Gelée (Matígāo),Candy / Sweets;Chinese,Water Chestnuts;Water Chestnut Flour;Store-Cupboard Ingredients
Icy Green Mangoes (Qíngrén Guo),Ice Cream & Frozen Desserts;Quick / Easy;Chinese;Vegan,Green Mangoes;Sugar
Sweet Coconut Soup (Yēzhī Xīmi Lù),Soups;Dessert;Chinese;Vegan,Pearl Tapioca;Rock Sugar;Coconut Milk;Melons
Pearl Or Bubble Tea (Bōbàchá),Beverages / Drinks (No-Alcohol);Chinese,Boba;Lychee Juice;Lychee Tea
Hong Kong Milk Tea (Xiānggang Naichá),Beverages / Drinks (No-Alcohol);Chinese,Black Tea Leaves;Condensed Milk
Yuanyang Tea (Xiānggang Naichá),Beverages / Drinks (No-Alcohol);Chinese,Black Tea Leaves;Condensed Milk;Coffee
Spicy Mung Bean Jelly Shreds (Guizhōu Liáng Fen),Appetizers / Starters;Chinese;Vegan;Vegetarian,Mung Bean Powder;Fermented Black Beans;Fresh Ginger;Chile Oil;Soy Sauce;Chinese Black Vinegar;Toasted Sesame Oil;Green Onions
"Raw ""White Jade"" Bitter Melon (Liángbàn Báiyukuguā)",Appetizers / Starters;Chinese;Vegan;Vegetarian,Bitter Melons;Red Jalapeño Chiles;Green Onions;Fermented Black Beans;Soy Sauce;Chinese Black Vinegar;Toasted Sesame Oil
Cold Tossed Jellyfish (Liángbàn Haizhétóu),Appetizers / Starters;Chinese,Salted Jellyfish Heads;Toasted Sesame Oil;Peanut Oil;Fresh Ginger;Red Jalapeño Chiles;Green Onions;Chinese Black Vinegar;Sweet Soy Sauce
Dry Fried Chicken Wings (Gānpēng Jīchì),Appetizers / Starters;Chinese,Chicken Wings;Peanut Oil;Garlic;Fresh Ginger;Green Onions;Dried Thai Chiles;Rice Vinegar;Sichuan Peppercorns;Soy Sauce
Mouthwatering Chicken (Koushujī),Appetizers / Starters;Chinese,Chicken Thighs;Peanut Oil;Toasted Sesame Oil;Dried Chiles;Sichuan Peppercorns;Dried Orange Peel;Soy Sauce;Rice Wine;Rice Vinegar;Chinese Black Vinegar;Fresh Ginger
"Big, Thin Slices Of A Pig'S Head (Dàbáopiàn)",Appetizers / Starters;Chinese,Pig Jowls;White Liquor;Green Onions;Fresh Ginger;Sichuan Peppercorns;Fennel Seeds;Red Jalapeño Chiles;Garlic;Soy Sauce;Chinese Black Vinegar;Toasted Sesame Oil
Bean Curd Quenelle Soup (Dòufu Yuánzi Tāng),Soups;Chinese,Cellophane Noodles;Black Mushrooms;Winter Bamboo Shoots;Spinach;Bean Curd;Ground Pork;Shaoxing Rice Wine;Toasted Sesame Oil;Fresh Ginger;Green Onions;Chicken Stock
Flash Fish Soup (Shàngtāng Yúshēng),Soups;Chinese,Fish Fillets;Shaoxing Rice Wine;Chinese Cruller Bread;Black Mushrooms;Romaine Lettuce;Cilantro;Chicken Stock;Fresh Ginger;Chicken Fat;Rice Vinegar;Toasted Sesame Oil
Shredded Pork And Pickle Soup (Zhà Cài Ròusī Tāng),Soups;Chinese,Pork;Sichuan Pickled Mustard Root;Black Mushrooms;Peanut Oil;Fresh Ginger;Rice Wine;Toasted Sesame Oil;Green Onions
Yunnan Ham And Wild Mushroom Soup (Yegū Yúntui Tāng),Soups;Chinese,Chicken Fat;Fresh Ginger;Dry-Cured Ham;Rice Wine;Chicken Stock;Assorted Mushrooms;Bamboo Pith Fungus
Gold Hooks Hanging On Jade Plaques (Jin' Gōu Guà Yùpāi),Main Course;Chinese;Vegan;Vegetarian,Soybean Sprouts;Bean Curd;Green Onions;Toasted Sesame Oil;Peanut Oil;Dried Chillies;Sichuan Peppercorns;Soy Sauce
Peng Family Bean Curd (Péngjiā Dòufu),Stir-Fries;Main Course;Chinese,Firm Bean Curd;Pork Loin;Rice Wine;Leeks;Peanut Oil;Red Jalapeño Chiles;Fermented Black Beans;Soy Sauce;Toasted Sesame Oil
Zhuang Style Stuffed Bean Curd Balls (Zhuàngjiā Niàng Dòufu),Main Course;Chinese,Firm Bean Curd;Lean Pork;Black Mushrooms;Fresh Ginger;Green Onions;Soy Sauce;Pork Fat;Peanut Oil;Cornstarch;Rice Wine;Toasted Sesame Oil
Mapo Doufu (Mápo Dòufu),Main Course;Chinese,Soft Bean Curd;Ground Beef;Peanut Oil;Fresh Ginger;Fermented Black Beans;Sichuan Hot Bean Sauce;Dried Chillies;Stock;Leeks;Sweet Soy Sauce;Soybean Flour;Sichuan Peppercorns;Green Onions
Cod With Crispy Bean Sauce (Dòusū Xueyú),Stir-Fries;Main Course;Chinese,Cod Fillets;Rice Wine;Crispy Dried Soybeans;Peanut Oil;Fresh Ginger;Dried Chillies;Green Onions
Smoked Whole Fish Hunan Style (Shēngxūn Yú),Main Course;Chinese,Whole Fish;Fresh Ginger;Green Onions;Sichuan Peppercorns;Shaoxing Rice Wine;Applewood Chips;Rice;Tea Leaves;Black Rice Vinegar;Cilantro;Chili Oil;Toasted Sesame Oil
Fish And Bean Curd In Fermented Bean Sauce (Dòufu Dòubàn Yú),Stir-Fries;Main Course;Chinese,Freshwater Fish;Peanut Oil;Fresh Ginger;Green Onions;Firm Bean Curd;Sichuan Hot Bean Sauce;Red Wine Lees;Sweet Soy Sauce;Chinese Black Vinegar;Sichuan Peppercorns
Fish Fragrant Prawns (Yúxiāng Duìxiā),Stir-Fries;Main Course;Chinese,Prawns;Egg Whites;Peanut Oil;Water Chestnuts;Black Mushrooms;Pickled Red Chiles;Garlic;Green Onions;Fresh Ginger;Chinese Black Vinegar;Soy Sauce;Sichuan Hot Bean Sauce
Kung Pao Scallops (Gōngbao Gānbèi),Stir-Fries;Main Course;Chinese,Scallops;Soy Sauce;Shaoxing Rice Wine;Black Mushrooms;Chinese Celery;Fresh Ginger;Garlic;Green Onions;Dried Thai Chiles;Peanut Oil;Sichuan Peppercorns;Peanuts
Steampot Chicken (Qiguō Jī),Main Course;Chinese,Chicken Breasts;Chinese Ham;Winter Bamboo Shoots;Black Mushrooms;Fresh Ginger;Green Onions;Wolfberries;Rice Wine;Chicken Stock;Light Soy Sauce
Chili Chicken (Làzi Jī),Stir-Fries;Main Course;Chinese,Whole Chicken;Rice Wine;Soy Sauce;Peanut Oil;Sweet Soy Sauce;Leeks;Dried Thai Chiles;Garlic;Fresh Ginger
Lemongrass Chicken (Xiāngmáocao Kaojī),Main Course;Chinese,Whole Chicken;Lemongrass;Soy Sauce;Cilantro;Green Onions;Fresh Ginger;Dried Chillies;Chicken Fat
Twice Cooked Pork (Huiguō Ròu),Stir-Fries;Main Course;Chinese,Pork Belly;Pressed Bean Curd;Red Peppers;Leeks;Peanut Oil;Fresh Ginger;Toasted Sesame Oil;Bean Sauce;Sichuan Hot Bean Sauce;Sweet Soy Sauce
Dongan Chicken (Dōngān Jī),Main Course;Chinese,Sichuan Peppercorns;Dark Soy Sauce;Shaoxing Rice Wine;Rock Sugar;Whole Chicken;Dried Chillies;Peanut Oil;Fresh Ginger;Chinese Black Vinegar;Toasted Sesame Oil
Camphor Tea Duck (Zhāng Chá Yā),Spice / Herb Blends & Rubs;Main Course;Chinese,Whole Duck;Pink Salt;Sichuan Peppercorns;Shaoxing Rice Wine;Green Onions;Fresh Ginger;Tea Leaves;Toasted Sesame Oil;Bean Sauce;Sweet Soy Sauce;Peanut Oil;Dried Camphor Leaves
Lotus Wrapped Spicy Rice Crumb Pork (Héyè Fénzhēngròu),Main Course;Chinese,Pork Shanks;Bean Curd;Red Wine Lees;Sweet Soy Sauce;Fresh Ginger;Green Onions;Garlic;Chile Paste;White Rice;Dried Lotus Leaves;Sweet Wheat Paste
Honey Ham (Mizhī Huotui),Main Course;Chinese,Lotus Seeds;Cured Pork;Rock Sugar;Shaoxing Rice Wine;Fresh Ginger
Dry Fried Bitter Melon (Gānbiān Kuguā),Stir-Fries;Side Dish;Chinese;Vegan;Vegetarian,Bitter Melons;Peanut Oil
"Ginkgo Nuts, Chinese Celery, And Lily Bulbs (Báiguo Qíncài Chao Baihé)",Stir-Fries;Side Dish;Chinese;Vegan;Vegetarian,Ginkgo Nuts;Chinese Celery;Lily Bulbs;Peanut Oil
Black Bean Asparagus (Dòuchi Chao Lúsun),Stir-Fries;Side Dish;Chinese;Vegan;Vegetarian,Asparagus;Peanut Oil;Fresh Ginger;Fermented Black Beans
Stuffed Squash Blossoms (Guāhuā Niàng),Side Dish;Chinese,Squash Blossoms;Pork;Green Onions;Soy Sauce;Red Jalapeño Chiles;Peanut Oil
Mustard Cabbage With Schmaltz And Ginger (Jiyóu Jiècài),Stir-Fries;Side Dish;Chinese,Mustard Cabbage;Chicken Fat;Fresh Ginger;Shaoxing Rice Wine
Cumin Roasted Potatoes (Zirán Kao Malíngshu),Side Dish;Chinese;Vegan;Vegetarian,New Potatoes;Peanut Oil;Green Onions;Sichuan Peppercorns;Ground Cumin;Dried Chiles
Spicy And Numbing Cold Noodles (Sichuān Liángmiàn),Main Course;Chinese;Vegan;Vegetarian,Mung Bean Sprouts;Fresh Chinese Egg Noodles;Oranges;Meyer Lemons;Garlic;Fermented Black Beans;Peanut Oil;Toasted Sesame Oil;Fresh Ginger;Dried Chiles;Chile Oil;Sugar;Soy Sauce;Sichuan Peppercorns;Licorice Root;Whole Star Anise;Chinese Black Vinegar;Toasted Sesame Seeds
Wontons In Chili Oil (Hóngyóu Chaoshou),Main Course;Side Dish;Chinese,Fresh Ginger;Chicken Stock;Pork Shoulder;Light Soy Sauce;Rice Wine;Green Onions;Toasted Sesame Oil;Wonton Wrappers;Peanut Oil;Dried Chiles;Sichuan Peppercorns;Dried Orange Peel
Pork And Preserved Mustard Green Baozi (Méicài Ròu Bāo),Appetizers / Starters;Snacks;Chinese,Active Dry Yeast;All-Purpose Flour;Pastry Flour;Peanut Oil;Preserved Mustard Greens;Pork Shoulder;Soy Sauce;Rice Wine;Fresh Ginger;Green Onions
"Rice ""Bean Curd"" (Mi Dòufu)",Main Course;Summer;Chinese,Sticky Rice Flour;Sauce Or Gravy Of Your Choice
Crossing The Bridge Rice Noodles (Guòqiáo Mixiàn),Main Course;Chinese,Rice Noodles;Chicken Stock;Rice Wine;Fresh Ginger;Chicken Fat;Spinach;Chicken Breasts;Soy Sauce;Black Mushrooms
Guilin Rice Noodles (Guìlín Mifen),Main Course;Cooking For 1 Or 2;Chinese,Rice Noodles;Sichuan Peppercorns;Whole Star Anise;Bay Leaves;White Liquor;Rock Sugar;Fresh Ginger;Garlic;Red Jalapeño Chiles;Chinese Long Beans;Beef Shanks;Green Onions;Soy Sauce;Cinnamon Sticks;Fennel Seeds;Dried Thai Chiles;Rice Wine;Cilantro;Soybeans
Water Chestnut Pastries With Red Date Filling (Hóngzao Bíqi Bing),"Pies, Tarts & Pastries;Dessert;Chinese;Vegan",Dried Chinese Dates;Toasted Sesame Oil;Water Chestnuts;Sticky Rice Flour;Peanut Oil;Rock Sugar
Raw Chinese Yam With Osmanthus Syrup (Guìhuā Shānyào),Dessert;Chinese;Vegan,Chinese Yams;Osmanthus Syrup
Ciba (Cibā),Dessert;Chinese;Vegan,Peanuts;Toasted Sesame Seeds;Sticky Rice Flour
Drunken Eight Immortals (Zui Bāxiān),Dessert;Chinese;Vegan,Job'S Tears;Wolfberries;Lily Bulbs;Sticky Rice Flour;Water Chestnut Flour;Rock Sugar;Fruits Of The Forest;Fermented Rice
Winter Congee With Eight Treasures (Làbāzhōu),Rice Dishes;Dessert;Winter;Chinese;Vegan,Red Beans;Raw Peanuts;Sticky Rice;Walnuts;Rock Sugar;Slivered Almonds;Dried Red Dates;Dried Longan Fruits;Raisins;Wolfberries
Candy Coated Almonds (Xingrén Nián),Candy / Sweets;Cooking Ahead;Chinese;Vegan,Raw Almonds;Peanut Oil;Sugar
Peanut Milk (Huāshēng Nailù),Beverages / Drinks (No-Alcohol);Chinese;Vegan,Dried Red Dates;Raw Peanuts;White Rice;Rock Sugar
Floral Tisanes (Huāchá),Beverages / Drinks (No-Alcohol);Chinese,Edible Dried Flowers
Lettuce With Three Shreds (Sānsī Shēngcài),Appetizers / Starters;Chinese;Vegan;Vegetarian,Iceberg Lettuce;Dried Thai Chiles;Dried Wood Ear Mushrooms;Chinese Black Vinegar;Fresh Ginger;Toasted Sesame Oil;Toasted Sesame Seeds
Vegetable Confetti Salad (Labu Dangtsel),Salads;Appetizers / Starters;Chinese;Vegan;Vegetarian,Korean Radishes;Carrots;Tomatoes;Cilantro
Peanuts With Pickled Garlic (Chéncù Huāshēng),Appetizers / Starters;Chinese;Vegan;Vegetarian,Peanuts;Peanut Oil;Garlic;Chinese Black Vinegar;Dark Brown Sugar;Dark Soy Sauce
Tossed Cilantro And Peanut Salad (Huāshēngmi Bàn Xiāngcài),Salads;Appetizers / Starters;Chinese;Vegan;Vegetarian,Peanuts;Cilantro;Red Peppers;Sugar;Soy Sauce;Sichuan Peppercorns;Licorice Root;Whole Star Anise;Fresh Ginger;Toasted Sesame Seeds;Shallots;Peanut Oil
West Wind Tea Quail Eggs (Xifeng Chá Chúndàn),Egg Dishes;Appetizers / Starters;Chinese;Vegetarian,Quail Eggs;Green Tea;Fresh Ginger;Green Onions;Sichuan Peppercorns;Dried Tangerine Peel;Fennel Seeds;Rock Sugar;Soy Sauce;White Liquor
Sesame Lamb (Zhimá Yángròusī),Stir-Fries;Appetizers / Starters;Chinese,Lamb Shoulder;Dark Soy Sauce;White Liquor;Red Jalapeño Chiles;Peanut Oil;Fresh Ginger;Green Onions;Chinese Black Vinegar;Toasted Sesame Seeds
Lamb Soup With Biscuits (Yángròu Pàomó),"Soups;Bread & Rolls, Savory;Chinese",Lamb;Meat Stock;Fennel Seeds;Sichuan Peppercorns;Whole Star Anise;Cinnamon Sticks;Dried Thai Chiles;Fresh Ginger;Green Onions;All-Purpose Flour;Pastry Flour;Active Dry Yeast;Cellophane Noodles;Dried Wood Ear Fungus;Cilantro;Garlic;Chinese Black Vinegar;Dark Brown Sugar;Dark Soy Sauce;Oil;Dried Korean Chiles;Fermented Black Beans
Lanzhou Beef Noodle Soup (Lánzhōu Níuròu Miàn),Soups;Chinese,Beef Shanks;Peanut Oil;Fresh Ginger;Leeks;Bean Sauce;Rice Wine;Rock Sugar;Soy Sauce;Chinese Radishes;Carrots;Tomatoes;Beef Stock;Black Cardamom Pods;Fennel Seeds;Sichuan Peppercorns;White Peppercorns;Sand Ginger;Licorice Root;Dried Tangerine Peel;Cinnamon Sticks;Whole Star Anise;Fresh Noodles
Lamb Noodle Soup (Guriltai Shul And Gyatuk),Soups;Chinese,Peanut Oil;Garlic;Turmeric;Fresh Ginger;Lamb Shanks;Soy Sauce;Tomatoes;Carrots;Noodles;Green Onions
Ningxia Midwinter Soup (Níngxià Yángròu Fen Tāng),Soups;Winter;Chinese,Lamb;Soy Sauce;Dark Soy Sauce;Peanut Oil;Fresh Ginger;Green Onions;Dried Chiles;Five-Spice Powder;Black Mushrooms;Canned Tomatoes;Chinese Black Vinegar;Mushroom Stock;Mung Bean Powder
Northwestern Roasted Fish (Xinjiāng Kaoyú),Main Course;Chinese,Whole Fish;Cumin Seeds;Red Jalapeño Chiles
Kung Fu Fish (Gōngfū Dùn Yú),Main Course;Chinese,Whole Fish;Peanut Oil;Dried Chiles;Chinese Black Vinegar;Mushroom Powder;Rice Wine;Chicken Stock;Cilantro
Sweet And Sour Squid Blossoms (Tángcù Yóuyújuan),Main Course;Chinese,Squid;Dried Thai Chiles;Fresh Ginger;Green Onions;Garlic;Chinese Black Vinegar;Light Soy Sauce;Peanut Oil;Slivered Almonds
Steamed Chicken Southern Gansu Style (Longnán Qingzhēng Jī),Main Course;Chinese,Dried Wood Ear Fungus;Magnolia Petals;Chicken Wings;Green Onions;Fresh Ginger;Sichuan Peppercorns;Spinach;Cilantro;Rice Wine;Toasted Sesame Oil
Chicken With Walnuts And Lotus Root (Jiàngbào Táorén Jīdīng),Stir-Fries;Main Course;Chinese,Chicken Meat;Rice Wine;Egg Whites;Walnuts;Lotus Root;Rice Vinegar;Dried Thai Chiles;Peanut Oil;Fresh Ginger;Green Onions;Toasted Sesame Oil;Sweet Wheat Paste
Xinjiang'S Big Plate Of Chicken (Xīniāng Dàpán Jī),Stir-Fries;Main Course;Chinese,Chicken Meat;Rice Wine;Soy Sauce;Potatoes;Green Peppers;Dried Thai Chiles;Peanut Oil;Sichuan Peppercorns;Green Onions;Fresh Ginger
Hot And Sour Pork (Suānlà Liji),Stir-Fries;Main Course;Chinese,Dried Thai Chiles;Pork Loin;Toasted Sesame Oil;Soy Sauce;Fresh Ginger;Sichuan Peppercorns;Garlic;Green Onions;Chinese Black Vinegar;Peanut Oil
Osmanthus Blossom [Moo Shu] Pork (Mùxī Ròu),Stir-Fries;Main Course;Chinese,Toasted Sesame Oil;Soy Sauce;Pork Tenderloin;Dried Bamboo Shoots;Dried Wood Ear Mushrooms;Dried Daylily Flowers;Green Onions;Rice Wine;Chinese Pancakes;Sweet Wheat Paste
Buddha'S Hand Rolls (Tángcù Fóshou Juan),Egg Dishes;Main Course;Chinese,Green Onions;Fresh Ginger;Rice Wine;Ground Pork;Eggs;Peanut Oil;Rice Vinegar;Chinese Black Vinegar;Soy Sauce
Silk Road Fajitas (Báobing Jiān Níuròu),Sandwiches & Burgers;Main Course;Mexican;Chinese,Beef;Rice Wine;Ground Cumin;Dried Chiles;Peanut Oil;Chinese Pancakes;Fresh Ginger;Red Peppers;Green Onions;Cilantro
Tibetan Meatballs In A Yogurt Sauce (Shabril),"Sauces, General;Main Course;Chinese;Tibetan",Ground Lamb;Fenugreek Seeds;Peanut Oil;Yellow Onions;Turmeric;Garlic;Fresh Ginger;Black Mushrooms;Radishes;Soy Sauce;Yogurt;Green Onions
Xinjiang Style Lamb Kebabs (Xinjiāng Yángròu Chuàn),Grills & Bbq;Main Course;Chinese,Lamb Shoulder;Garlic;Ground Cumin;Dried Chiles
Lamb With Wolfberry Buds And Berries (Yángròu Gouqiyá),Main Course;Chinese,Lamb;Wolfberries;Sichuan Peppercorns;Fresh Ginger;Watercress;Egg Whites;Peanut Oil;Green Onions
Lily Bulbs And Wolfberries (Baihé Chao Couqi),Stir-Fries;Side Dish;Chinese;Vegan;Vegetarian,Wolfberries;Lily Bulbs;Peanut Oil
Golden Edged Cabbage (Jinbiān Báicài),Stir-Fries;Side Dish;Chinese;Vegan;Vegetarian,Napa Cabbage;Dried Thai Chiles;Peanut Oil;Fresh Ginger;Chinese Black Vinegar;Soy Sauce;Toasted Sesame Oil
Roasted Sweet Potatoes (Kao Hongshu),Side Dish;Chinese;Vegan;Vegetarian,Sweet Potatoes
Stir Fried Yellow Chives And Eggs (Dàn Chao Jiuhuáng),Stir-Fries;Egg Dishes;Side Dish;Chinese;Vegetarian,Yellow Chives;Peanut Oil;Eggs
